number_people,date,timestamp,day_of_week,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester,month,hour,Date.only
64,2015-11-17 20:50:15-08:00,75015,1,0,0,57.97,0,1,11,20,2015-11-17
25,2015-11-18 07:20:12-08:00,26412,2,0,0,55.79,0,1,11,7,2015-11-18
29,2015-11-18 07:30:14-08:00,27014,2,0,0,55.79,0,1,11,7,2015-11-18
30,2015-11-18 07:40:14-08:00,27614,2,0,0,55.79,0,1,11,7,2015-11-18
33,2015-11-18 07:50:15-08:00,28215,2,0,0,55.79,0,1,11,7,2015-11-18
38,2015-11-18 08:00:16-08:00,28816,2,0,0,55.7,0,1,11,8,2015-11-18
36,2015-11-18 08:20:13-08:00,30013,2,0,0,55.7,0,1,11,8,2015-11-18
35,2015-11-18 08:30:14-08:00,30614,2,0,0,55.7,0,1,11,8,2015-11-18
38,2015-11-18 08:40:15-08:00,31215,2,0,0,55.7,0,1,11,8,2015-11-18
40,2015-11-18 08:50:15-08:00,31815,2,0,0,55.7,0,1,11,8,2015-11-18
40,2015-11-18 09:00:15-08:00,32415,2,0,0,56.11,0,1,11,9,2015-11-18
46,2015-11-18 09:20:12-08:00,33612,2,0,0,56.11,0,1,11,9,2015-11-18
36,2015-11-18 09:30:13-08:00,34213,2,0,0,56.11,0,1,11,9,2015-11-18
41,2015-11-18 09:40:13-08:00,34813,2,0,0,56.11,0,1,11,9,2015-11-18
35,2015-11-18 09:50:14-08:00,35414,2,0,0,56.11,0,1,11,9,2015-11-18
49,2015-11-18 10:00:15-08:00,36015,2,0,0,57.9,0,1,11,10,2015-11-18
50,2015-11-18 10:20:24-08:00,37224,2,0,0,57.9,0,1,11,10,2015-11-18
51,2015-11-18 10:30:27-08:00,37827,2,0,0,57.9,0,1,11,10,2015-11-18
54,2015-11-18 10:40:28-08:00,38428,2,0,0,57.9,0,1,11,10,2015-11-18
58,2015-11-18 10:50:29-08:00,39029,2,0,0,57.9,0,1,11,10,2015-11-18
59,2015-11-18 11:00:31-08:00,39631,2,0,0,59.22,0,1,11,11,2015-11-18
58,2015-11-18 11:20:12-08:00,40812,2,0,0,59.22,0,1,11,11,2015-11-18
51,2015-11-18 11:30:12-08:00,41412,2,0,0,59.22,0,1,11,11,2015-11-18
56,2015-11-18 11:40:13-08:00,42013,2,0,0,59.22,0,1,11,11,2015-11-18
52,2015-11-18 11:50:14-08:00,42614,2,0,0,59.22,0,1,11,11,2015-11-18
55,2015-11-18 12:00:15-08:00,43215,2,0,0,60.39,0,1,11,12,2015-11-18
43,2015-11-18 12:20:12-08:00,44412,2,0,0,60.39,0,1,11,12,2015-11-18
44,2015-11-18 12:30:13-08:00,45013,2,0,0,60.39,0,1,11,12,2015-11-18
41,2015-11-18 12:40:13-08:00,45613,2,0,0,60.39,0,1,11,12,2015-11-18
51,2015-11-18 12:50:14-08:00,46214,2,0,0,60.39,0,1,11,12,2015-11-18
48,2015-11-18 13:00:15-08:00,46815,2,0,0,61.43,0,1,11,13,2015-11-18
65,2015-11-18 13:20:14-08:00,48014,2,0,0,61.43,0,1,11,13,2015-11-18
56,2015-11-18 13:30:15-08:00,48615,2,0,0,61.43,0,1,11,13,2015-11-18
55,2015-11-18 13:40:15-08:00,49215,2,0,0,61.43,0,1,11,13,2015-11-18
48,2015-11-18 13:50:16-08:00,49816,2,0,0,61.43,0,1,11,13,2015-11-18
43,2015-11-18 14:00:18-08:00,50418,2,0,0,62.78,0,1,11,14,2015-11-18
44,2015-11-18 14:20:12-08:00,51612,2,0,0,62.78,0,1,11,14,2015-11-18
42,2015-11-18 14:30:14-08:00,52214,2,0,0,62.78,0,1,11,14,2015-11-18
48,2015-11-18 14:40:14-08:00,52814,2,0,0,62.78,0,1,11,14,2015-11-18
45,2015-11-18 14:50:16-08:00,53416,2,0,0,62.78,0,1,11,14,2015-11-18
44,2015-11-18 15:00:16-08:00,54016,2,0,0,63.02,0,1,11,15,2015-11-18
46,2015-11-18 15:20:13-08:00,55213,2,0,0,63.02,0,1,11,15,2015-11-18
42,2015-11-18 15:30:13-08:00,55813,2,0,0,63.02,0,1,11,15,2015-11-18
50,2015-11-18 15:40:14-08:00,56414,2,0,0,63.02,0,1,11,15,2015-11-18
60,2015-11-18 15:50:14-08:00,57014,2,0,0,63.02,0,1,11,15,2015-11-18
59,2015-11-18 16:00:15-08:00,57615,2,0,0,64.49,0,1,11,16,2015-11-18
59,2015-11-18 16:20:12-08:00,58812,2,0,0,64.49,0,1,11,16,2015-11-18
68,2015-11-18 16:30:14-08:00,59414,2,0,0,64.49,0,1,11,16,2015-11-18
55,2015-11-18 16:40:15-08:00,60015,2,0,0,64.49,0,1,11,16,2015-11-18
69,2015-11-18 16:50:16-08:00,60616,2,0,0,64.49,0,1,11,16,2015-11-18
74,2015-11-18 17:00:19-08:00,61219,2,0,0,62.78,0,1,11,17,2015-11-18
84,2015-11-18 17:20:13-08:00,62413,2,0,0,62.78,0,1,11,17,2015-11-18
91,2015-11-18 17:30:14-08:00,63014,2,0,0,62.78,0,1,11,17,2015-11-18
98,2015-11-18 17:40:18-08:00,63618,2,0,0,62.78,0,1,11,17,2015-11-18
68,2015-11-18 17:50:21-08:00,64221,2,0,0,62.78,0,1,11,17,2015-11-18
78,2015-11-18 18:00:26-08:00,64826,2,0,0,61.02,0,1,11,18,2015-11-18
100,2015-11-18 18:20:12-08:00,66012,2,0,0,61.02,0,1,11,18,2015-11-18
85,2015-11-18 18:30:14-08:00,66614,2,0,0,61.02,0,1,11,18,2015-11-18
87,2015-11-18 18:40:16-08:00,67216,2,0,0,61.02,0,1,11,18,2015-11-18
83,2015-11-18 18:50:19-08:00,67819,2,0,0,61.02,0,1,11,18,2015-11-18
74,2015-11-18 19:00:28-08:00,68428,2,0,0,59.32,0,1,11,19,2015-11-18
71,2015-11-18 19:20:29-08:00,69629,2,0,0,59.32,0,1,11,19,2015-11-18
81,2015-11-18 19:30:33-08:00,70233,2,0,0,59.32,0,1,11,19,2015-11-18
74,2015-11-18 19:40:34-08:00,70834,2,0,0,59.32,0,1,11,19,2015-11-18
61,2015-11-18 19:50:35-08:00,71435,2,0,0,59.32,0,1,11,19,2015-11-18
78,2015-11-18 20:00:43-08:00,72043,2,0,0,58.74,0,1,11,20,2015-11-18
64,2015-11-18 20:20:14-08:00,73214,2,0,0,58.74,0,1,11,20,2015-11-18
76,2015-11-18 20:30:16-08:00,73816,2,0,0,58.74,0,1,11,20,2015-11-18
85,2015-11-18 20:40:19-08:00,74419,2,0,0,58.74,0,1,11,20,2015-11-18
68,2015-11-18 20:50:24-08:00,75024,2,0,0,58.74,0,1,11,20,2015-11-18
20,2015-11-19 07:00:14-08:00,25214,3,0,0,54.3,0,1,11,7,2015-11-19
27,2015-11-19 07:20:11-08:00,26411,3,0,0,54.3,0,1,11,7,2015-11-19
23,2015-11-19 07:30:11-08:00,27011,3,0,0,54.3,0,1,11,7,2015-11-19
27,2015-11-19 07:40:12-08:00,27612,3,0,0,54.3,0,1,11,7,2015-11-19
38,2015-11-19 07:50:12-08:00,28212,3,0,0,54.3,0,1,11,7,2015-11-19
35,2015-11-19 08:00:13-08:00,28813,3,0,0,56.77,0,1,11,8,2015-11-19
42,2015-11-19 08:20:12-08:00,30012,3,0,0,56.77,0,1,11,8,2015-11-19
45,2015-11-19 08:30:12-08:00,30612,3,0,0,56.77,0,1,11,8,2015-11-19
35,2015-11-19 08:40:13-08:00,31213,3,0,0,56.77,0,1,11,8,2015-11-19
39,2015-11-19 08:50:17-08:00,31817,3,0,0,56.77,0,1,11,8,2015-11-19
47,2015-11-19 09:00:18-08:00,32418,3,0,0,57.91,0,1,11,9,2015-11-19
34,2015-11-19 09:20:11-08:00,33611,3,0,0,57.91,0,1,11,9,2015-11-19
36,2015-11-19 09:30:12-08:00,34212,3,0,0,57.91,0,1,11,9,2015-11-19
35,2015-11-19 09:40:13-08:00,34813,3,0,0,57.91,0,1,11,9,2015-11-19
43,2015-11-19 09:50:13-08:00,35413,3,0,0,57.91,0,1,11,9,2015-11-19
46,2015-11-19 10:00:14-08:00,36014,3,0,0,59.88,0,1,11,10,2015-11-19
65,2015-11-19 10:20:12-08:00,37212,3,0,0,59.88,0,1,11,10,2015-11-19
64,2015-11-19 10:30:13-08:00,37813,3,0,0,59.88,0,1,11,10,2015-11-19
57,2015-11-19 10:40:13-08:00,38413,3,0,0,59.88,0,1,11,10,2015-11-19
56,2015-11-19 10:50:14-08:00,39014,3,0,0,59.88,0,1,11,10,2015-11-19
55,2015-11-19 11:00:14-08:00,39614,3,0,0,61.69,0,1,11,11,2015-11-19
52,2015-11-19 11:20:11-08:00,40811,3,0,0,61.69,0,1,11,11,2015-11-19
50,2015-11-19 11:30:12-08:00,41412,3,0,0,61.69,0,1,11,11,2015-11-19
35,2015-11-19 11:40:13-08:00,42013,3,0,0,61.69,0,1,11,11,2015-11-19
40,2015-11-19 11:50:13-08:00,42613,3,0,0,61.69,0,1,11,11,2015-11-19
50,2015-11-19 12:00:17-08:00,43217,3,0,0,63.89,0,1,11,12,2015-11-19
44,2015-11-19 12:20:12-08:00,44412,3,0,0,63.89,0,1,11,12,2015-11-19
43,2015-11-19 12:30:13-08:00,45013,3,0,0,63.89,0,1,11,12,2015-11-19
47,2015-11-19 12:40:13-08:00,45613,3,0,0,63.89,0,1,11,12,2015-11-19
46,2015-11-19 12:50:14-08:00,46214,3,0,0,63.89,0,1,11,12,2015-11-19
44,2015-11-19 13:00:14-08:00,46814,3,0,0,67.09,0,1,11,13,2015-11-19
41,2015-11-19 13:20:12-08:00,48012,3,0,0,67.09,0,1,11,13,2015-11-19
59,2015-11-19 13:30:12-08:00,48612,3,0,0,67.09,0,1,11,13,2015-11-19
57,2015-11-19 13:40:13-08:00,49213,3,0,0,67.09,0,1,11,13,2015-11-19
58,2015-11-19 13:50:14-08:00,49814,3,0,0,67.09,0,1,11,13,2015-11-19
62,2015-11-19 14:00:16-08:00,50416,3,0,0,66.73,0,1,11,14,2015-11-19
58,2015-11-19 14:20:12-08:00,51612,3,0,0,66.73,0,1,11,14,2015-11-19
56,2015-11-19 14:30:12-08:00,52212,3,0,0,66.73,0,1,11,14,2015-11-19
56,2015-11-19 14:40:13-08:00,52813,3,0,0,66.73,0,1,11,14,2015-11-19
63,2015-11-19 14:50:13-08:00,53413,3,0,0,66.73,0,1,11,14,2015-11-19
51,2015-11-19 15:00:14-08:00,54014,3,0,0,66.17,0,1,11,15,2015-11-19
70,2015-11-19 15:20:11-08:00,55211,3,0,0,66.17,0,1,11,15,2015-11-19
60,2015-11-19 15:30:12-08:00,55812,3,0,0,66.17,0,1,11,15,2015-11-19
68,2015-11-19 15:40:12-08:00,56412,3,0,0,66.17,0,1,11,15,2015-11-19
61,2015-11-19 15:50:13-08:00,57013,3,0,0,66.17,0,1,11,15,2015-11-19
61,2015-11-19 16:00:14-08:00,57614,3,0,0,65.46,0,1,11,16,2015-11-19
71,2015-11-19 16:20:12-08:00,58812,3,0,0,65.46,0,1,11,16,2015-11-19
69,2015-11-19 16:30:13-08:00,59413,3,0,0,65.46,0,1,11,16,2015-11-19
64,2015-11-19 16:40:14-08:00,60014,3,0,0,65.46,0,1,11,16,2015-11-19
65,2015-11-19 16:50:14-08:00,60614,3,0,0,65.46,0,1,11,16,2015-11-19
69,2015-11-19 17:00:15-08:00,61215,3,0,0,64.62,0,1,11,17,2015-11-19
70,2015-11-19 17:20:12-08:00,62412,3,0,0,64.62,0,1,11,17,2015-11-19
86,2015-11-19 17:30:13-08:00,63013,3,0,0,64.62,0,1,11,17,2015-11-19
92,2015-11-19 17:40:13-08:00,63613,3,0,0,64.62,0,1,11,17,2015-11-19
85,2015-11-19 17:50:14-08:00,64214,3,0,0,64.62,0,1,11,17,2015-11-19
76,2015-11-19 18:00:15-08:00,64815,3,0,0,63.7,0,1,11,18,2015-11-19
90,2015-11-19 18:20:13-08:00,66013,3,0,0,63.7,0,1,11,18,2015-11-19
82,2015-11-19 18:30:13-08:00,66613,3,0,0,63.7,0,1,11,18,2015-11-19
85,2015-11-19 18:40:14-08:00,67214,3,0,0,63.7,0,1,11,18,2015-11-19
96,2015-11-19 18:50:15-08:00,67815,3,0,0,63.7,0,1,11,18,2015-11-19
62,2015-11-19 19:00:15-08:00,68415,3,0,0,62.73,0,1,11,19,2015-11-19
59,2015-11-19 19:20:12-08:00,69612,3,0,0,62.73,0,1,11,19,2015-11-19
71,2015-11-19 19:30:13-08:00,70213,3,0,0,62.73,0,1,11,19,2015-11-19
78,2015-11-19 19:40:13-08:00,70813,3,0,0,62.73,0,1,11,19,2015-11-19
74,2015-11-19 19:50:14-08:00,71414,3,0,0,62.73,0,1,11,19,2015-11-19
72,2015-11-19 20:00:15-08:00,72015,3,0,0,61.75,0,1,11,20,2015-11-19
66,2015-11-19 20:20:12-08:00,73212,3,0,0,61.75,0,1,11,20,2015-11-19
58,2015-11-19 20:30:12-08:00,73812,3,0,0,61.75,0,1,11,20,2015-11-19
65,2015-11-19 20:40:13-08:00,74413,3,0,0,61.75,0,1,11,20,2015-11-19
60,2015-11-19 20:50:15-08:00,75015,3,0,0,61.75,0,1,11,20,2015-11-19
25,2015-11-20 07:00:14-08:00,25214,4,0,0,56.16,0,1,11,7,2015-11-20
26,2015-11-20 07:20:11-08:00,26411,4,0,0,56.16,0,1,11,7,2015-11-20
36,2015-11-20 07:30:12-08:00,27012,4,0,0,56.16,0,1,11,7,2015-11-20
25,2015-11-20 07:40:12-08:00,27612,4,0,0,56.16,0,1,11,7,2015-11-20
30,2015-11-20 07:50:13-08:00,28213,4,0,0,56.16,0,1,11,7,2015-11-20
30,2015-11-20 08:00:13-08:00,28813,4,0,0,57.66,0,1,11,8,2015-11-20
26,2015-11-20 08:20:11-08:00,30011,4,0,0,57.66,0,1,11,8,2015-11-20
28,2015-11-20 08:30:12-08:00,30612,4,0,0,57.66,0,1,11,8,2015-11-20
38,2015-11-20 08:40:13-08:00,31213,4,0,0,57.66,0,1,11,8,2015-11-20
37,2015-11-20 08:50:14-08:00,31814,4,0,0,57.66,0,1,11,8,2015-11-20
34,2015-11-20 09:00:14-08:00,32414,4,0,0,61.39,0,1,11,9,2015-11-20
33,2015-11-20 09:20:12-08:00,33612,4,0,0,61.39,0,1,11,9,2015-11-20
36,2015-11-20 09:30:12-08:00,34212,4,0,0,61.39,0,1,11,9,2015-11-20
39,2015-11-20 09:40:13-08:00,34813,4,0,0,61.39,0,1,11,9,2015-11-20
44,2015-11-20 09:50:13-08:00,35413,4,0,0,61.39,0,1,11,9,2015-11-20
52,2015-11-20 10:00:14-08:00,36014,4,0,0,60.68,0,1,11,10,2015-11-20
65,2015-11-20 10:20:12-08:00,37212,4,0,0,60.68,0,1,11,10,2015-11-20
52,2015-11-20 10:30:12-08:00,37812,4,0,0,60.68,0,1,11,10,2015-11-20
61,2015-11-20 10:40:13-08:00,38413,4,0,0,60.68,0,1,11,10,2015-11-20
56,2015-11-20 10:50:14-08:00,39014,4,0,0,60.68,0,1,11,10,2015-11-20
63,2015-11-20 11:00:14-08:00,39614,4,0,0,62.64,0,1,11,11,2015-11-20
54,2015-11-20 11:20:11-08:00,40811,4,0,0,62.64,0,1,11,11,2015-11-20
56,2015-11-20 11:30:12-08:00,41412,4,0,0,62.64,0,1,11,11,2015-11-20
64,2015-11-20 11:40:12-08:00,42012,4,0,0,62.64,0,1,11,11,2015-11-20
55,2015-11-20 11:50:13-08:00,42613,4,0,0,62.64,0,1,11,11,2015-11-20
68,2015-11-20 12:00:14-08:00,43214,4,0,0,63.33,0,1,11,12,2015-11-20
56,2015-11-20 12:20:12-08:00,44412,4,0,0,63.33,0,1,11,12,2015-11-20
60,2015-11-20 12:30:12-08:00,45012,4,0,0,63.33,0,1,11,12,2015-11-20
46,2015-11-20 12:40:13-08:00,45613,4,0,0,63.33,0,1,11,12,2015-11-20
70,2015-11-20 12:50:14-08:00,46214,4,0,0,63.33,0,1,11,12,2015-11-20
59,2015-11-20 13:00:14-08:00,46814,4,0,0,63.36,0,1,11,13,2015-11-20
64,2015-11-20 13:20:11-08:00,48011,4,0,0,63.36,0,1,11,13,2015-11-20
55,2015-11-20 13:30:12-08:00,48612,4,0,0,63.36,0,1,11,13,2015-11-20
49,2015-11-20 13:40:12-08:00,49212,4,0,0,63.36,0,1,11,13,2015-11-20
37,2015-11-20 13:50:13-08:00,49813,4,0,0,63.36,0,1,11,13,2015-11-20
48,2015-11-20 14:00:13-08:00,50413,4,0,0,62.25,0,1,11,14,2015-11-20
39,2015-11-20 14:20:12-08:00,51612,4,0,0,62.25,0,1,11,14,2015-11-20
49,2015-11-20 14:30:12-08:00,52212,4,0,0,62.25,0,1,11,14,2015-11-20
58,2015-11-20 14:40:13-08:00,52813,4,0,0,62.25,0,1,11,14,2015-11-20
49,2015-11-20 14:50:13-08:00,53413,4,0,0,62.25,0,1,11,14,2015-11-20
53,2015-11-20 15:00:14-08:00,54014,4,0,0,60.17,0,1,11,15,2015-11-20
63,2015-11-20 15:20:12-08:00,55212,4,0,0,60.17,0,1,11,15,2015-11-20
53,2015-11-20 15:30:12-08:00,55812,4,0,0,60.17,0,1,11,15,2015-11-20
66,2015-11-20 15:40:13-08:00,56413,4,0,0,60.17,0,1,11,15,2015-11-20
77,2015-11-20 15:50:13-08:00,57013,4,0,0,60.17,0,1,11,15,2015-11-20
73,2015-11-20 16:00:14-08:00,57614,4,0,0,58.77,0,1,11,16,2015-11-20
76,2015-11-20 16:20:11-08:00,58811,4,0,0,58.77,0,1,11,16,2015-11-20
91,2015-11-20 16:30:12-08:00,59412,4,0,0,58.77,0,1,11,16,2015-11-20
82,2015-11-20 16:40:12-08:00,60012,4,0,0,58.77,0,1,11,16,2015-11-20
91,2015-11-20 16:50:13-08:00,60613,4,0,0,58.77,0,1,11,16,2015-11-20
93,2015-11-20 17:00:13-08:00,61213,4,0,0,58.73,0,1,11,17,2015-11-20
109,2015-11-20 17:20:12-08:00,62412,4,0,0,58.73,0,1,11,17,2015-11-20
110,2015-11-20 17:30:12-08:00,63012,4,0,0,58.73,0,1,11,17,2015-11-20
101,2015-11-20 17:40:13-08:00,63613,4,0,0,58.73,0,1,11,17,2015-11-20
81,2015-11-20 17:50:13-08:00,64213,4,0,0,58.73,0,1,11,17,2015-11-20
90,2015-11-20 18:00:14-08:00,64814,4,0,0,57.59,0,1,11,18,2015-11-20
74,2015-11-20 18:20:11-08:00,66011,4,0,0,57.59,0,1,11,18,2015-11-20
72,2015-11-20 18:30:11-08:00,66611,4,0,0,57.59,0,1,11,18,2015-11-20
67,2015-11-20 18:40:12-08:00,67212,4,0,0,57.59,0,1,11,18,2015-11-20
75,2015-11-20 18:50:13-08:00,67813,4,0,0,57.59,0,1,11,18,2015-11-20
73,2015-11-20 19:00:13-08:00,68413,4,0,0,57.59,0,1,11,19,2015-11-20
66,2015-11-20 19:20:11-08:00,69611,4,0,0,57.59,0,1,11,19,2015-11-20
58,2015-11-20 19:30:11-08:00,70211,4,0,0,57.59,0,1,11,19,2015-11-20
58,2015-11-20 19:40:12-08:00,70812,4,0,0,57.59,0,1,11,19,2015-11-20
59,2015-11-20 19:50:12-08:00,71412,4,0,0,57.59,0,1,11,19,2015-11-20
51,2015-11-20 20:00:13-08:00,72013,4,0,0,57.49,0,1,11,20,2015-11-20
48,2015-11-20 20:20:12-08:00,73212,4,0,0,57.49,0,1,11,20,2015-11-20
45,2015-11-20 20:30:13-08:00,73813,4,0,0,57.49,0,1,11,20,2015-11-20
57,2015-11-20 20:40:13-08:00,74413,4,0,0,57.49,0,1,11,20,2015-11-20
57,2015-11-20 20:50:14-08:00,75014,4,0,0,57.49,0,1,11,20,2015-11-20
1,2015-11-21 07:00:13-08:00,25213,5,1,0,56.95,0,1,11,7,2015-11-21
3,2015-11-21 07:20:11-08:00,26411,5,1,0,56.95,0,1,11,7,2015-11-21
1,2015-11-21 07:30:11-08:00,27011,5,1,0,56.95,0,1,11,7,2015-11-21
2,2015-11-21 07:40:12-08:00,27612,5,1,0,56.95,0,1,11,7,2015-11-21
8,2015-11-21 07:50:12-08:00,28212,5,1,0,56.95,0,1,11,7,2015-11-21
10,2015-11-21 08:00:13-08:00,28813,5,1,0,59.1,0,1,11,8,2015-11-21
19,2015-11-21 08:20:11-08:00,30011,5,1,0,59.1,0,1,11,8,2015-11-21
22,2015-11-21 08:30:12-08:00,30612,5,1,0,59.1,0,1,11,8,2015-11-21
27,2015-11-21 08:40:12-08:00,31212,5,1,0,59.1,0,1,11,8,2015-11-21
31,2015-11-21 08:50:13-08:00,31813,5,1,0,59.1,0,1,11,8,2015-11-21
36,2015-11-21 09:00:14-08:00,32414,5,1,0,63.66,0,1,11,9,2015-11-21
39,2015-11-21 09:20:11-08:00,33611,5,1,0,63.66,0,1,11,9,2015-11-21
41,2015-11-21 09:30:12-08:00,34212,5,1,0,63.66,0,1,11,9,2015-11-21
50,2015-11-21 09:40:12-08:00,34812,5,1,0,63.66,0,1,11,9,2015-11-21
49,2015-11-21 09:50:13-08:00,35413,5,1,0,63.66,0,1,11,9,2015-11-21
48,2015-11-21 10:00:13-08:00,36013,5,1,0,64.89,0,1,11,10,2015-11-21
56,2015-11-21 10:20:11-08:00,37211,5,1,0,64.89,0,1,11,10,2015-11-21
57,2015-11-21 10:30:12-08:00,37812,5,1,0,64.89,0,1,11,10,2015-11-21
45,2015-11-21 10:40:13-08:00,38413,5,1,0,64.89,0,1,11,10,2015-11-21
57,2015-11-21 10:50:13-08:00,39013,5,1,0,64.89,0,1,11,10,2015-11-21
51,2015-11-21 11:00:14-08:00,39614,5,1,0,66.41,0,1,11,11,2015-11-21
57,2015-11-21 11:20:12-08:00,40812,5,1,0,66.41,0,1,11,11,2015-11-21
60,2015-11-21 11:30:13-08:00,41413,5,1,0,66.41,0,1,11,11,2015-11-21
66,2015-11-21 11:40:13-08:00,42013,5,1,0,66.41,0,1,11,11,2015-11-21
65,2015-11-21 11:50:14-08:00,42614,5,1,0,66.41,0,1,11,11,2015-11-21
54,2015-11-21 12:00:14-08:00,43214,5,1,0,67.34,0,1,11,12,2015-11-21
74,2015-11-21 12:20:11-08:00,44411,5,1,0,67.34,0,1,11,12,2015-11-21
73,2015-11-21 12:30:12-08:00,45012,5,1,0,67.34,0,1,11,12,2015-11-21
50,2015-11-21 12:40:12-08:00,45612,5,1,0,67.34,0,1,11,12,2015-11-21
46,2015-11-21 12:50:13-08:00,46213,5,1,0,67.34,0,1,11,12,2015-11-21
56,2015-11-21 13:00:14-08:00,46814,5,1,0,68.61,0,1,11,13,2015-11-21
59,2015-11-21 13:20:11-08:00,48011,5,1,0,68.61,0,1,11,13,2015-11-21
51,2015-11-21 13:30:12-08:00,48612,5,1,0,68.61,0,1,11,13,2015-11-21
50,2015-11-21 13:40:13-08:00,49213,5,1,0,68.61,0,1,11,13,2015-11-21
56,2015-11-21 13:50:13-08:00,49813,5,1,0,68.61,0,1,11,13,2015-11-21
54,2015-11-21 14:00:14-08:00,50414,5,1,0,70,0,1,11,14,2015-11-21
51,2015-11-21 14:20:12-08:00,51612,5,1,0,70,0,1,11,14,2015-11-21
45,2015-11-21 14:30:12-08:00,52212,5,1,0,70,0,1,11,14,2015-11-21
60,2015-11-21 14:40:13-08:00,52813,5,1,0,70,0,1,11,14,2015-11-21
62,2015-11-21 14:50:13-08:00,53413,5,1,0,70,0,1,11,14,2015-11-21
51,2015-11-21 15:00:14-08:00,54014,5,1,0,69,0,1,11,15,2015-11-21
60,2015-11-21 15:20:11-08:00,55211,5,1,0,69,0,1,11,15,2015-11-21
56,2015-11-21 15:30:12-08:00,55812,5,1,0,69,0,1,11,15,2015-11-21
67,2015-11-21 15:40:13-08:00,56413,5,1,0,69,0,1,11,15,2015-11-21
47,2015-11-21 15:50:14-08:00,57014,5,1,0,69,0,1,11,15,2015-11-21
56,2015-11-21 16:00:15-08:00,57615,5,1,0,67.72,0,1,11,16,2015-11-21
68,2015-11-21 16:20:12-08:00,58812,5,1,0,67.72,0,1,11,16,2015-11-21
68,2015-11-21 16:30:13-08:00,59413,5,1,0,67.72,0,1,11,16,2015-11-21
68,2015-11-21 16:40:14-08:00,60014,5,1,0,67.72,0,1,11,16,2015-11-21
61,2015-11-21 16:50:14-08:00,60614,5,1,0,67.72,0,1,11,16,2015-11-21
73,2015-11-21 17:00:15-08:00,61215,5,1,0,65.65,0,1,11,17,2015-11-21
63,2015-11-21 17:20:12-08:00,62412,5,1,0,65.65,0,1,11,17,2015-11-21
79,2015-11-21 17:30:12-08:00,63012,5,1,0,65.65,0,1,11,17,2015-11-21
76,2015-11-21 17:40:13-08:00,63613,5,1,0,65.65,0,1,11,17,2015-11-21
74,2015-11-21 17:50:13-08:00,64213,5,1,0,65.65,0,1,11,17,2015-11-21
75,2015-11-21 18:00:14-08:00,64814,5,1,0,62.46,0,1,11,18,2015-11-21
68,2015-11-21 18:20:11-08:00,66011,5,1,0,62.46,0,1,11,18,2015-11-21
64,2015-11-21 18:30:12-08:00,66612,5,1,0,62.46,0,1,11,18,2015-11-21
59,2015-11-21 18:40:12-08:00,67212,5,1,0,62.46,0,1,11,18,2015-11-21
59,2015-11-21 18:50:13-08:00,67813,5,1,0,62.46,0,1,11,18,2015-11-21
59,2015-11-21 19:00:13-08:00,68413,5,1,0,61.04,0,1,11,19,2015-11-21
58,2015-11-21 19:20:11-08:00,69611,5,1,0,61.04,0,1,11,19,2015-11-21
55,2015-11-21 19:30:12-08:00,70212,5,1,0,61.04,0,1,11,19,2015-11-21
59,2015-11-21 19:40:12-08:00,70812,5,1,0,61.04,0,1,11,19,2015-11-21
55,2015-11-21 19:50:13-08:00,71413,5,1,0,61.04,0,1,11,19,2015-11-21
54,2015-11-21 20:00:13-08:00,72013,5,1,0,59.93,0,1,11,20,2015-11-21
45,2015-11-21 20:20:12-08:00,73212,5,1,0,59.93,0,1,11,20,2015-11-21
44,2015-11-21 20:30:12-08:00,73812,5,1,0,59.93,0,1,11,20,2015-11-21
39,2015-11-21 20:40:13-08:00,74413,5,1,0,59.93,0,1,11,20,2015-11-21
43,2015-11-21 20:50:14-08:00,75014,5,1,0,59.93,0,1,11,20,2015-11-21
0,2015-11-22 07:00:14-08:00,25214,6,1,0,55.01,0,1,11,7,2015-11-22
0,2015-11-22 07:20:11-08:00,26411,6,1,0,55.01,0,1,11,7,2015-11-22
0,2015-11-22 07:30:11-08:00,27011,6,1,0,55.01,0,1,11,7,2015-11-22
2,2015-11-22 07:40:12-08:00,27612,6,1,0,55.01,0,1,11,7,2015-11-22
0,2015-11-22 07:50:13-08:00,28213,6,1,0,55.01,0,1,11,7,2015-11-22
6,2015-11-22 08:00:13-08:00,28813,6,1,0,57.72,0,1,11,8,2015-11-22
11,2015-11-22 08:20:12-08:00,30012,6,1,0,57.72,0,1,11,8,2015-11-22
17,2015-11-22 08:30:12-08:00,30612,6,1,0,57.72,0,1,11,8,2015-11-22
19,2015-11-22 08:40:13-08:00,31213,6,1,0,57.72,0,1,11,8,2015-11-22
24,2015-11-22 08:50:13-08:00,31813,6,1,0,57.72,0,1,11,8,2015-11-22
24,2015-11-22 09:00:14-08:00,32414,6,1,0,59.5,0,1,11,9,2015-11-22
27,2015-11-22 09:20:11-08:00,33611,6,1,0,59.5,0,1,11,9,2015-11-22
29,2015-11-22 09:30:12-08:00,34212,6,1,0,59.5,0,1,11,9,2015-11-22
27,2015-11-22 09:40:12-08:00,34812,6,1,0,59.5,0,1,11,9,2015-11-22
33,2015-11-22 09:50:13-08:00,35413,6,1,0,59.5,0,1,11,9,2015-11-22
31,2015-11-22 10:00:13-08:00,36013,6,1,0,61.24,0,1,11,10,2015-11-22
29,2015-11-22 10:20:12-08:00,37212,6,1,0,61.24,0,1,11,10,2015-11-22
